ProteinId	GeneSymbol	glucose
YAL002W	VPS8	2215.92
YIL143C	SSL2	4098.07
YBR221C	PDB1	7636.82
YOR100C	CRC1	210.516
YOR125C	CAT5	1086.74
YLR126C	YLR126C	1362.92
YOR241W	MET7	8468.58
YER038C	KRE29	955.967
YPL125W	KAP120	4959.9
YMR176W	ECM5	1781.51
YBR034C	HMT1	11442.9
YOR087W	YVC1	2498.44
YKR017C	YKR017C	1307.3
YFL028C	CAF16	6560.12
YBR213W	MET8	1888.14
YDL043C	PRP11	2466.78
YPR127W	YPR127W	2670.4
YBR046C	ZTA1	3896.25
YPR031W	NTO1	1367.84
YER088C	DOT6	8367.53
YGL246C	RAI1	3027.12
YNL040W	YNL040W	3116.86
YPR057W	BRR1	1347.75
YPL151C	PRP46	2511.92
YOL020W	TAT2	449.438
YCR068W	ATG15	1544.36
YER131W	RPS26B	12651.9
YGL189C	RPS26A	5133.18
YHL014C	YLF2	1797.59
YPR095C	SYT1	3598.75
YOR021C	YOR021C	6812.8
YKL023W	YKL023W	1674.94
YPR062W	FCY1	5796.89
YIL014W	MNT3	3133.9
YHR045W	YHR045W	4516.2
YGL187C	COX4	1606.56
YLR187W	SKG3	5883.79
YPL103C	FMP30	702.18
YMR115W	MGR3	4599.85
YLR352W	YLR352W	2119.89
YDR339C	FCF1	1218.41
YLR016C	PML1	881.431
YHR108W	GGA2	12075.2
YJL112W	MDV1	3378.27
YDR113C	PDS1	2237.94
YML062C	MFT1	5369.88
YLR228C	ECM22	2333.73
YOR219C	STE13	4508.45
YHR206W	SKN7	5096.22
YBR235W	YBR235W	7416.28
YJL212C	OPT1	2197.2
YJL198W	PHO90	5714.01
YPL190C	NAB3	8869.68
YPL030W	TRM44	5519.8
YMR038C	CCS1	11097.9
YPR098C	YPR098C	304.271
YLR273C	PIG1	196.39
YLR270W	DCS1	6560.57
YDR009W	GAL3	421.465
YJR070C	LIA1	28569.8
YER049W	TPA1	19232
YJR010W	MET3	2187.79
YNL328C	MDJ2	275.254
YLR455W	YLR455W	4534.3
YOL144W	NOP8	11584.7
YPL038W	MET31	1070.61
YDR318W	MCM21	1841.86
YKL217W	JEN1	772.044
YPL057C	SUR1	116.255
YOL054W	PSH1	2223.81
YOR156C	NFI1	840.895
YNL116W	DMA2	2347.97
YHR115C	DMA1	3527.78
YIL156W	UBP7	2757.72
YKR098C	UBP11	137.464
YPL196W	OXR1	555.628
YAL012W	CYS3	25085.2
YLR215C	CDC123	2190.32
YMR220W	ERG8	3726.93
YOR035C	SHE4	3394.55
YIL117C	PRM5	1820.14
YAL021C	CCR4	7068.03
YOR094W	ARF3	3604.83
YOR077W	RTS2	1186.37
YGL117W	YGL117W	931.03
YAL023C	PMT2	13172.9
YKL116C	PRR1	1990.36
YGR157W	CHO2	19908.9
YAR071W	PHO11	1502.19
YBR092C	PHO3	8110.23
YKR085C	MRPL20	2936.8
YDR375C	BCS1	2774.1
YMR193W	MRPL24	2702.21
YLR425W	TUS1	1730.92
YEL042W	GDA1	9557.28
YMR019W	STB4	1176.52
YGL053W	PRM8	438.91
YLR035C	MLH2	495.13
YLR128W	DCN1	1047.15
YKL058W	TOA2	2325.25
YER168C	CCA1	8817.81
YCR007C	YCR007C	28.8877
YLR090W	XDJ1	3308.75
YAR014C	BUD14	3741.68
YPL184C	MRN1	6791.92
YOR173W	DCS2	898.528
YIL065C	FIS1	1125.22
YMR006C	PLB2	2557.38
YKL197C	PEX1	3845.1
YGL248W	PDE1	1361.76
YNR011C	PRP2	3972.08
YOR037W	CYC2	581.1
YDR007W	TRP1	1021.03
YDR373W	FRQ1	1025.32
YNL321W	VNX1	2873.89
YDR245W	MNN10	5543.68
YCL036W	GFD2	2771.75
YOR321W	PMT3	3770.62
YHR020W	YHR020W	39349.5
YOR005C	DNL4	319.599
YBL008W	HIR1	5855.53
YBR299W	MAL32	613.581
YKR020W	VPS51	2466.2
YML049C	RSE1	6318.49
YPL183C	RTT10	12467.5
YDL214C	PRR2	216.714
YKL089W	MIF2	1964.52
YDR131C	YDR131C	2436.31
YGL223C	COG1	4495.64
YDR068W	DOS2	6515.52
YDL139C	SCM3	1619.44
YGR020C	VMA7	7173
YNL233W	BNI4	5430.25
YNR054C	ESF2	7167.74
YDL160C	DHH1	12081.3
YLR210W	CLB4	222.157
YNL201C	PSY2	6074.41
YDR330W	UBX5	5946.73
YDR110W	FOB1	2270.35
YHR092C	HXT4	1041.94
YGL119W	COQ8	1993.45
YMR001C	CDC5	3205.62
YGL139W	FLC3	3115.41
YNL154C	YCK2	7474.51
YOR019W	YOR019W	71.8858
YOR074C	CDC21	4837.23
YML019W	OST6	1074.09
YLR383W	SMC6	5684.9
YPR182W	SMX3	819.087
YIL093C	RSM25	3407.38
YER021W	RPN3	7674.85
YPL001W	HAT1	5045.13
YIL104C	SHQ1	6555.7
YLR287C	YLR287C	7137
YMR070W	MOT3	2850.29
YPL243W	SRP68	11108.8
YOL068C	HST1	1488.32
YNL252C	MRPL17	2821.87
YGL068W	MNP1	5074.89
YDR226W	ADK1	19746.6
YNL131W	TOM22	5365.58
YGR089W	NNF2	3588.07
YJL074C	SMC3	16011.3
YHR083W	SAM35	2901.56
YMR258C	ROY1	2555.14
YIL110W	HPM1	4514.63
YGR149W	YGR149W	1553.07
YDL115C	IWR1	2268.7
YPR116W	RRG8	726.675
YDR369C	XRS2	2341.34
YHR098C	SFB3	8888.66
YLR135W	SLX4	103.03
YKR078W	YKR078W	1468.8
YPR069C	SPE3	11728.8
YOR075W	UFE1	2194.17
YHR082C	KSP1	4738.06
YGL131C	SNT2	530.895
YDL198C	GGC1	4007.49
YPR178W	PRP4	2873.85
YOR078W	BUD21	3374.49
YOR097C	YOR097C	1031.64
YLR068W	FYV7	1570.04
YDL085W	NDE2	1414.47
YDR259C	YAP6	341.678
YBR026C	ETR1	4963.34
YGL020C	GET1	8160.04
YJR001W	AVT1	4095.84
YDL055C	PSA1	39847.4
YKL142W	MRP8	7250.94
YDR529C	QCR7	980.507
YKL143W	LTV1	9719.52
YHR042W	NCP1	15613
YOL089C	HAL9	2678.43
YIL087C	AIM19	881.476
YDR175C	RSM24	2894.38
YPL241C	CIN2	2388.23
YDR356W	SPC110	9789.62
YLR336C	SGD1	6634.55
YEL061C	CIN8	4694.64
YDR304C	CPR5	9112.53
YDR118W	APC4	2947.3
YBL074C	AAR2	2448.32
YIR005W	IST3	1031.14
YPL140C	MKK2	567.783
YOR231W	MKK1	2165.55
YJL129C	TRK1	1737.94
YGR245C	SDA1	12033.2
YDR057W	YOS9	2921.59
YLR381W	CTF3	946.884
YLR298C	YHC1	1082.9
YJR110W	YMR1	1722.69
YBR114W	RAD16	1176.35
YOR275C	RIM20	4728.66
YDR444W	YDR444W	2351.4
YJL141C	YAK1	3645.9
YNL119W	NCS2	5180.5
YPR175W	DPB2	6075.06
YCR081W	SRB8	6664.02
YML111W	BUL2	9273.44
YIL002C	INP51	3552.44
YOR368W	RAD17	1105.12
YGL093W	SPC105	2975.69
YHR017W	YSC83	1704.98
YGR029W	ERV1	1576.31
YKL065W-A	YKL065W-A	84.41
YNL117W	MLS1	1062.94
YIR031C	DAL7	669.271
YOR330C	MIP1	1686.72
YJL049W	YJL049W	4006.07
YML118W	NGL3	530.386
YOR370C	MRS6	6614.26
YEL036C	ANP1	9447.41
YFR053C	HXK1	8620.17
YIL144W	TID3	5396.79
YKL150W	MCR1	4718.23
YHR120W	MSH1	4416.44
YJL072C	PSF2	837.389
YNL083W	SAL1	212.902
YIL031W	ULP2	1192.95
YFL048C	EMP47	11011.2
YCR023C	YCR023C	506.836
YER041W	YEN1	355.413
YDR485C	VPS72	4380.71
YLR134W	PDC5	874.681
YJL090C	DPB11	1423.33
YOR147W	MDM32	646.915
YAL056W	GPB2	2716.04
YJL208C	NUC1	4723.26
YMR209C	YMR209C	4193.31
YBR068C	BAP2	4663.03
YKR095W	MLP1	37039.6
YMR135C	GID8	1931.71
YGR241C	YAP1802	3563.18
YMR190C	SGS1	1679.71
YBR181C	RPS6B	46824.3
YMR272C	SCS7	4955.42
YER081W	SER3	15899.9
YIL063C	YRB2	9954.88
YDR087C	RRP1	8835.17
YCL024W	KCC4	7258.36
YOR127W	RGA1	3032.85
YHL010C	ETP1	1228.37
YML131W	YML131W	1956.49
YDR381C-A	YDR381C-A	750.795
YKL035W	UGP1	13671.7
YPL232W	SSO1	3618.68
YER134C	YER134C	1780.01
YOL138C	RTC1	2915.65
YBL060W	YEL1	2066.59
YEL050C	RML2	2430.16
YLR057W	YLR057W	5955.46
YOR320C	GNT1	4037.53
YBR243C	ALG7	306.148
YIL009W	FAA3	7202.02
YIR004W	DJP1	8410.47
YER147C	SCC4	1986.93
YOL094C	RFC4	3487.45
YKL212W	SAC1	20909.6
YHR156C	LIN1	1512.73
YDR256C	CTA1	842.722
YDR299W	BFR2	15247.8
YMR041C	ARA2	1114.44
YHR004C	NEM1	1349.36
YKL091C	YKL091C	2678.55
YPR162C	ORC4	3945.37
YOR080W	DIA2	867.259
YLR424W	SPP382	2770.18
YDR502C	SAM2	36940.5
YLR097C	HRT3	1073.74
YER054C	GIP2	1032.62
YER137C	YER137C	1628.82
YJL127C	SPT10	1540.99
YPL273W	SAM4	9071.65
YPR191W	QCR2	4598.67
YNL106C	INP52	6212.3
YGR055W	MUP1	874.204
YKL108W	SLD2	1055.82
YMR188C	MRPS17	1857.84
YLL051C	FRE6	447.489
YLR238W	FAR10	1333.9
YDL106C	PHO2	1745.6
YKR070W	YKR070W	2621.16
YGR103W	NOP7	29320.9
YFR007W	YFH7	1173.52
YJR119C	JHD2	1391.78
YEL063C	CAN1	1185.1
YKR006C	MRPL13	5397.1
YML121W	GTR1	2210.8
YHR103W	SBE22	7262.35
YIL084C	SDS3	966.151
YDR506C	YDR506C	2120.59
YMR287C	DSS1	2150.08
YMR053C	STB2	1073.47
YKL213C	DOA1	7599.72
YDL070W	BDF2	2266.48
YKL056C	TMA19	39057.3
YOR178C	GAC1	717.964
YBR272C	HSM3	4710.47
YJL125C	GCD14	5311.59
YOR089C	VPS21	6441.48
YDR289C	RTT103	4625.24
YNR010W	CSE2	2356.83
YJL164C	TPK1	2503.34
YKL166C	TPK3	3588.84
YER149C	PEA2	6297.2
YGL181W	GTS1	4409.77
YDL101C	DUN1	5805.86
YLR060W	FRS1	27483.3
YML082W	YML082W	4699.24
YPL086C	ELP3	13045.5
YLR265C	NEJ1	955.086
YDL195W	SEC31	25868
YAL034W-A	MTW1	2789.98
YOR163W	DDP1	2164.11
YBR131W	CCZ1	3181.07
YPR151C	SUE1	9.83573
YMR237W	BCH1	5767.22
YJL149W	DAS1	1808.99
YDR321W	ASP1	12981
YER127W	LCP5	7384.92
YCR028C-A	RIM1	3280.17
YDL240W	LRG1	6815.85
YMR083W	ADH3	13580.9
YNL327W	EGT2	491.072
YOR175C	ALE1	6594.25
YGL002W	ERP6	1409.23
YNL127W	FAR11	4768.52
YLR423C	ATG17	1444.07
YKL017C	HCS1	4673.82
YMR021C	MAC1	611.978
YMR273C	ZDS1	3167.54
YJL192C	SOP4	6351.89
YER009W	NTF2	5099.33
YKL003C	MRP17	624.99
YKL172W	EBP2	14401.6
YPR026W	ATH1	933.314
YDL002C	NHP10	5358.3
YMR124W	YMR124W	5775.5
YML088W	UFO1	2222.54
YMR117C	SPC24	2305.47
YLR442C	SIR3	6157.83
YBL052C	SAS3	1914.68
YGR179C	OKP1	1775.35
YLR074C	BUD20	5098.99
YGR007W	ECT1	2651.83
YPL255W	BBP1	1973.49
YML074C	FPR3	8836.83
YLR285W	NNT1	4914.96
YNL079C	TPM1	5395.84
YBR007C	DSF2	2624.63
YDR197W	CBS2	3299.09
YDR200C	VPS64	2216.37
YKL001C	MET14	1866.68
YKL103C	LAP4	4488.37
YHR113W	APE4	6493.17
YIL150C	MCM10	3134.95
YDL201W	TRM8	7676.69
YGR177C	ATF2	4844.79
YDL117W	CYK3	5514.22
YPL099C	AIM43	444.934
YJR039W	YJR039W	153.339
YKL198C	PTK1	1482.72
YFL046W	FMP32	1004.28
YKL126W	YPK1	8020.63
YHR122W	YHR122W	1070.49
YNL234W	YNL234W	2278.49
YKL063C	YKL063C	3734.46
YMR030W	RSF1	923.624
YBR289W	SNF5	5277.06
YNL265C	IST1	3567.79
YNR028W	CPR8	1756.99
YGR252W	GCN5	3884.31
YPR137W	RRP9	9750.5
YPL141C	FRK1	2225.87
YBR093C	PHO5	155.029
YIL042C	PKP1	391.99
YHR194W	MDM31	285.999
YOR328W	PDR10	836.124
YJL088W	ARG3	1617.64
YBR112C	CYC8	14202.7
YMR028W	TAP42	3044.43
YGL232W	TAN1	7102.9
YOL075C	YOL075C	217.635
YPL150W	YPL150W	2675.1
YNR026C	SEC12	4205.65
YPL137C	GIP3	9791.83
YKL207W	AIM27	2267.97
YLR170C	APS1	619.549
YLR094C	GIS3	1132.56
YDR221W	GTB1	5981.63
YNL050C	YNL050C	717.553
YER062C	HOR2	19649.7
YCR017C	CWH43	2829.7
YJR019C	TES1	1287.92
YPR035W	GLN1	15079.6
YJL023C	PET130	145.805
YER018C	SPC25	1631.09
YDL205C	HEM3	4905.34
YER128W	VFA1	1773.26
YHR081W	LRP1	2729.51
YAL027W	SAW1	672.081
YPL076W	GPI2	5.50859
YLR353W	BUD8	702.66
YGL114W	YGL114W	1047.62
YPR086W	SUA7	6085.42
YDR107C	TMN2	938.808
YDL222C	FMP45	99.883
YNL194C	YNL194C	373.127
YDR440W	DOT1	3685.81
YNL084C	END3	7582.83
YLR115W	CFT2	4750.35
YJR080C	AIM24	3230.84
YLR247C	IRC20	5309.81
YLR137W	RKM5	640.299
YGR216C	GPI1	210.094
YDR328C	SKP1	3674.52
YMR022W	UBC7	1969.93
YNL041C	COG6	8323.5
YMR270C	RRN9	1886.09
YIL010W	DOT5	5661.32
YOR258W	HNT3	271.828
YIL036W	CST6	5147.86
YBR241C	YBR241C	433.373
YKL201C	MNN4	3344.31
YJR006W	POL31	3530.35
YPL201C	YIG1	31.181
YLR418C	CDC73	3701.62
YDR125C	ECM18	799.552
YGR287C	IMA1	739.904
YIL172C	IMA3	415.42
YOL157C	IMA2	13.1603
YKR086W	PRP16	5117.96
YLR300W	EXG1	8316.96
YDL042C	SIR2	5743.17
YHL040C	ARN1	91.9159
YJR042W	NUP85	6266.62
YKL174C	TPO5	1031.33
YPL193W	RSA1	911.112
YDR392W	SPT3	1849.69
YKL194C	MST1	2439.03
YGL212W	VAM7	2424.5
YJL140W	RPB4	5837.03
YLR222C	UTP13	10697.9
YJL157C	FAR1	4387.36
YPL146C	NOP53	10404.6
YNL161W	CBK1	6008
YKL099C	UTP11	9786.38
YJR017C	ESS1	4838.84
YGL038C	OCH1	4972.76
YKR015C	YKR015C	507.837
YDR303C	RSC3	11911.6
YOR126C	IAH1	1469.95
YDL036C	PUS9	4049.61
YDR177W	UBC1	4261.94
YDR195W	REF2	5664.66
YDR089W	YDR089W	2882.41
YMR146C	TIF34	14258.5
YKL119C	VPH2	937.094
YGL056C	SDS23	2163.55
YGR170W	PSD2	1817.69
YLR407W	YLR407W	803.473
YJR104C	SOD1	15944.3
YNL311C	SKP2	1042.26
YKL016C	ATP7	4597.68
YBR074W	YBR074W	7513.67
YDL161W	ENT1	6993.08
YOR350C	MNE1	848.787
YPL104W	MSD1	2781.6
YBR161W	CSH1	789.2
YKR101W	SIR1	1391.01
YBR037C	SCO1	909.728
YGR191W	HIP1	6018.36
YML061C	PIF1	4035.27
YER042W	MXR1	8306.44
YGR283C	YGR283C	2152.39
YGL016W	KAP122	8742.25
YGR217W	CCH1	3287.34
YMR257C	PET111	352.12
YOL122C	SMF1	1080.65
YCR073W-A	SOL2	2287.85
YLR347C	KAP95	7016.64
YOR190W	SPR1	33.0452
YDR421W	ARO80	1138.3
YJL016W	YJL016W	1452.79
YDL095W	PMT1	11750.8
YKR008W	RSC4	12866.6
YGR070W	ROM1	1574.25
YER005W	YND1	3032.54
YBR060C	ORC2	2934.19
YDL104C	QRI7	1420.49
YPL268W	PLC1	721.912
YBR057C	MUM2	2130.27
YOR026W	BUB3	1997.7
YEL012W	UBC8	1159
YOR283W	YOR283W	4885.91
YNL173C	MDG1	3220.89
YLR109W	AHP1	34975.1
YEL018W	EAF5	2092.26
YMR020W	FMS1	1512.18
YHR167W	THP2	2491.42
YOR039W	CKB2	2489.94
YNR064C	YNR064C	267.649
YER101C	AST2	2243.6
Q0110	BI2	155.417
YLR139C	SLS1	2917.76
YNR045W	PET494	1208.88
YBL080C	PET112	2100.76
YIL062C	ARC15	3561.38
YKL204W	EAP1	5618.57
YOR017W	PET127	3749.31
YLR316C	TAD3	1899.11
YLL035W	GRC3	1479.24
YMR152W	YIM1	3521.43
YIL020C	HIS6	8187.85
YBR156C	SLI15	1326.91
YHR037W	PUT2	7842.38
YGR197C	SNG1	911.5
YOR034C	AKR2	1490.41
YJL071W	ARG2	2679.81
R0030W	RAF1	520.996
YIR026C	YVH1	7589.33
YOL060C	MAM3	3642.87
YLR378C	SEC61	4193.66
YDL021W	GPM2	1195.46
YLR396C	VPS33	3060.51
YBR239C	ERT1	1304.57
YER145C	FTR1	5816.39
YHR088W	RPF1	9714.23
YOL124C	TRM11	5788.91
YDL024C	DIA3	5.08539
YPR071W	YPR071W	241.938
YGR207C	CIR1	5426
YPL164C	MLH3	670.749
YPL264C	YPL264C	48.3651
YJR022W	LSM8	1347.06
YKR064W	OAF3	2546.15
YBL025W	RRN10	1749.63
YOR323C	PRO2	22241.1
Q0060	AI3	186.712
YMR199W	CLN1	88.3167
YNL231C	PDR16	11247.4
YMR011W	HXT2	2785.21
YDL147W	RPN5	10375.9
YLR105C	SEN2	1083.5
YCR026C	NPP1	2745.58
YOR071C	NRT1	837.184
YDL150W	RPC53	9440.95
YDL004W	ATP16	2106.37
YHL019C	APM2	1698.85
YAR027W	UIP3	1595.77
YFL037W	TUB2	12884.5
YER007W	PAC2	1117.85
YJL093C	TOK1	617.57
YBL069W	AST1	3907.85
YJR025C	BNA1	4197.87
YNL148C	ALF1	904.093
YBR129C	OPY1	1326.5
YDR196C	CAB5	1692.82
YDL209C	CWC2	3730.98
YGR295C	COS6	1062.86
YNL336W	COS1	143.924
YKR092C	SRP40	5616.21
YBR192W	RIM2	1772.67
YGR235C	YGR235C	1370.52
YLR312C	YLR312C	105.148
YDR473C	PRP3	4224.93
YBR288C	APM3	3408.15
YGR147C	NAT2	2910.92
YLR380W	CSR1	12835.9
YER152C	YER152C	3891.8
YDR231C	COX20	2999.23
YNL213C	RRG9	1058.63
YNL323W	LEM3	2399.92
YNL241C	ZWF1	19769.6
YPL253C	VIK1	1031.77
YNL110C	NOP15	8571.75
YGL155W	CDC43	1352.7
YLR268W	SEC22	2872.61
YMR048W	CSM3	1351.92
YDR206W	EBS1	4672.89
YDL093W	PMT5	1856.72
YLR301W	HRI1	12738.4
YJL139C	YUR1	1306.36
YHR192W	YHR192W	2792.11
YPL159C	PET20	482.522
YOR059C	YOR059C	552.062
YDR198C	RKM2	2230.28
YJL177W	RPL17B	27890.8
YKL180W	RPL17A	3095.92
YKL027W	YKL027W	4788.34
YOR006C	TSR3	683.931
YPL128C	TBF1	3628.55
YLR206W	ENT2	2443.75
YNL270C	ALP1	764.419
YDL208W	NHP2	12885.8
YOL110W	SHR5	82.3496
YMR166C	YMR166C	130.855
YPL145C	KES1	17264.7
YOR237W	HES1	658.443
YFR041C	ERJ5	6150.12
YPL209C	IPL1	649.562
YNL136W	EAF7	2468.39
YOR311C	DGK1	1708.56
YIL083C	CAB2	2064.68
YDR078C	SHU2	1864.6
YOR301W	RAX1	2601.08
YIL071C	PCI8	165.518
YKL067W	YNK1	4038.01
YPL189W	GUP2	6.50906
YBL028C	YBL028C	4672.65
YLR080W	EMP46	1501.81
YHL048W	COS8	1204.79
YDR083W	RRP8	9951.58
YER067W	RGI1	535.137
YKL011C	CCE1	1126.96
YEL070W	DSF1	154.094
YDR363W	ESC2	1648.52
YMR316W	DIA1	1440.09
YKL189W	HYM1	4187.72
YKL040C	NFU1	5611.73
YKL133C	YKL133C	590.163
YGL154C	LYS5	403.363
YDR142C	PEX7	1201.37
YGR201C	YGR201C	249.414
YPR067W	ISA2	855.064
YNR024W	MPP6	2700.58
YEL041W	YEF1	1104.17
YGR098C	ESP1	1392.89
YLR102C	APC9	163.557
YPL186C	UIP4	344.531
YHR143W-A	RPC10	2004.42
YHR085W	IPI1	2021.93
YIR024C	YIR024C	1125.66
YDR371W	CTS2	2265.05
YHR198C	AIM18	1334.23
YNL086W	SNN1	472.31
YGR220C	MRPL9	1890.45
YDR086C	SSS1	1916.77
YDR146C	SWI5	3227.09
Q0055	AI2	538.199
YCR043C	YCR043C	1352.17
YMR233W	TRI1	3216.46
YOR187W	TUF1	6286.25
YGL135W	RPL1B	30206.9
YNR059W	MNT4	150.158
YNL107W	YAF9	2437.17
YCR019W	MAK32	2496.91
YBR228W	SLX1	159.047
YOR158W	PET123	2566.85
YDL092W	SRP14	2268.53
YMR289W	ABZ2	1956.18
YOL048C	RRT8	651.335
YLR119W	SRN2	3872.01
YOR295W	UAF30	402.195
YHL029C	OCA5	2240.52
YJR083C	ACF4	2138.88
YIL003W	CFD1	3140.75
YOR363C	PIP2	1125.2
YAL015C	NTG1	1880.7
YBL002W	HTB2	22806.3
YOL108C	INO4	399.724
YAL061W	BDH2	733.115
YOR357C	SNX3	3732.9
YOL026C	MIM1	488.775
YMR210W	YMR210W	2396.83
YOR278W	HEM4	1370.81
YHR162W	YHR162W	467.168
YFL021W	GAT1	1260.54
YDR052C	DBF4	2999.88
YKL112W	ABF1	7003.28
YMR168C	CEP3	925.967
YDL136W	RPL35B	19300
YLR009W	RLP24	3526.45
YMR198W	CIK1	1706.1
YBR159W	IFA38	4481.41
YCR014C	POL4	1645.75
YMR184W	ADD37	1221.18
YMR139W	RIM11	2460.12
YMR137C	PSO2	464.069
YKL026C	GPX1	134.966
YBR163W	EXO5	583.202
YBR231C	SWC5	3054.01
YOL158C	ENB1	655.619
YDR429C	TIF35	7479.69
YDL028C	MPS1	2520.08
YER045C	ACA1	18.4199
YIL134W	FLX1	54.6276
YER141W	COX15	2916.23
YDR351W	SBE2	3419.92
YIR014W	YIR014W	541.718
YOR092W	ECM3	706.589
YIL157C	COA1	927.935
YDR323C	PEP7	991.418
YJL006C	CTK2	3001.64
YNR017W	TIM23	2761.14
YDR501W	PLM2	84.0631
YBR132C	AGP2	3399.12
YLR070C	XYL2	62.0345
YJL187C	SWE1	979.094
YKL162C	YKL162C	193.627
YMR225C	MRPL44	864.783
YLL043W	FPS1	1749.23
YGR188C	BUB1	2169.23
YOR131C	YOR131C	2791.11
YEL062W	NPR2	1639.47
YNL008C	ASI3	811.124
YBR258C	SHG1	973.355
YER007C-A	TMA20	5297.78
YDR386W	MUS81	550.284
YDL110C	TMA17	850.379
YJL062W	LAS21	2950.12
YCR095C	OCA4	1950.35
YBL051C	PIN4	4196.14
YBR175W	SWD3	2717.18
YBR141C	YBR141C	1913.31
YLR183C	TOS4	3209.23
YHR184W	SSP1	195.071
YGR165W	MRPS35	4952.62
YPL117C	IDI1	6693.63
YIL006W	YIA6	258.409
YKL125W	RRN3	1086.64
YHR058C	MED6	1265.27
YLR130C	ZRT2	1841.51
YOL139C	CDC33	11453.2
YMR298W	LIP1	1258.5
YDR350C	ATP22	279.699
YPR144C	NOC4	4619.25
YOR106W	VAM3	1151.18
YPL170W	DAP1	3197.62
YJR089W	BIR1	1944.63
YDR132C	YDR132C	1057.51
YGL108C	YGL108C	1667.93
YDR265W	PEX10	1083.14
YGL021W	ALK1	3736.18
YDR425W	SNX41	1324.55
YGL054C	ERV14	2139.3
YAL010C	MDM10	1018.16
YIL061C	SNP1	2390.17
YER184C	YER184C	871.879
YPL087W	YDC1	208.393
YNR074C	AIF1	3764.21
YHR090C	YNG2	1257.93
YGL257C	MNT2	1575.33
YML117W	NAB6	5658.59
YGR053C	YGR053C	139.098
YNL164C	IBD2	903.201
YKL039W	PTM1	2273.79
YIR030C	DCG1	1046.07
YJL180C	ATP12	3206.14
YGL134W	PCL10	340.276
YLR446W	YLR446W	345.939
YKR104W	YKR104W	672.268
YNR032C-A	HUB1	912.907
YDL219W	DTD1	3553.56
YNL277W	MET2	676.423
YKL043W	PHD1	296.814
YML015C	TAF11	3169.22
YBR111W-A	SUS1	390.087
YML130C	ERO1	10061.4
YNL157W	IGO1	1757.43
YGR209C	TRX2	16339.9
YLR043C	TRX1	8728.07
YLR146C	SPE4	1334.74
YLR253W	YLR253W	2253.85
YDR045C	RPC11	1370.73
YLR361C-A	YLR361C-A	1361.7
YNL015W	PBI2	1839.63
YGR087C	PDC6	27187.2
YBR271W	YBR271W	1903.71
YBR207W	FTH1	1416.84
YJR014W	TMA22	4171.31
YIL131C	FKH1	4120.58
YKL222C	YKL222C	395.301
YHR133C	NSG1	4976.12
YOR316C	COT1	665.498
YMR296C	LCB1	5335.2
YPL118W	MRP51	4132.86
YJR072C	NPA3	11901.4
YFR029W	PTR3	1304.81
YOR279C	RFM1	1288.63
YOL056W	GPM3	2046.35
YBR176W	ECM31	2281.47
YGR003W	CUL3	4506.65
YDR479C	PEX29	1094.82
YIL146C	ATG32	214.071
YPR147C	YPR147C	1894.62
YIL045W	PIG2	1287.57
YMR013C	SEC59	481.213
YIL004C	BET1	1020.09
YJR061W	YJR061W	352.449
YIL053W	RHR2	29401.7
YKL065C	YET1	2509.74
YGL219C	MDM34	425.064
YPL202C	AFT2	498.099
YNL020C	ARK1	1697.88
YPR185W	ATG13	1297.6
YIR009W	MSL1	381.448
YJR130C	STR2	1848.45
YOR177C	MPC54	343.124
YBR021W	FUR4	1944.78
YHR072W-A	NOP10	14612.3
YJR122W	IBA57	2343.43
YGL237C	HAP2	232.558
YLR241W	YLR241W	2169.33
YBR107C	IML3	337.976
YHR006W	STP2	721.076
YHL026C	YHL026C	227.649
YDR213W	UPC2	1577.68
YGR109W-B	YGR109W-B	346.859
YOL147C	PEX11	1188.46
YOR152C	YOR152C	324.003
YDR476C	YDR476C	1787.37
YIL097W	FYV10	960.404
YMR230W	RPS10B	26673.1
YDR531W	CAB1	2531.75
YAL046C	AIM1	1443.36
YHR177W	YHR177W	110.673
YER173W	RAD24	847.269
YPR037C	ERV2	2701.32
YOR284W	HUA2	749.231
YLR320W	MMS22	171.951
YBR152W	SPP381	1166.17
YJR062C	NTA1	4537.85
YOR130C	ORT1	843.186
YKL008C	LAC1	1397.17
YLR361C	DCR2	2530.71
YLR287C-A	RPS30A	11808.5
YLR023C	IZH3	333.139
YNL282W	POP3	1486.99
YOR107W	RGS2	359.604
YNL006W	LST8	1195.44
YGR243W	FMP43	345.701
YKL130C	SHE2	918.346
Q0140	VAR1	3039.64
YKL075C	YKL075C	3451.88
YDL048C	STP4	103.199
YPL010W	RET3	2997.63
YEL004W	YEA4	75.9084
YNL200C	YNL200C	488.197
YLR029C	RPL15A	21128.5
YMR121C	RPL15B	1624.18
YKL120W	OAC1	4346.92
YOR159C	SME1	202.981
YNL052W	COX5A	1684.16
YGR189C	CRH1	2244.61
YOR369C	RPS12	22142.1
YDR055W	PST1	3412.07
YIL057C	RGI2	1128.77
YOR208W	PTP2	414.762
YOR002W	ALG6	833.072
YDR179W-A	YDR179W-A	1560.43
YPR009W	SUT2	13.026
YDL220C	CDC13	1929.58
YLR008C	PAM18	1733.72
YMR025W	CSI1	414.978
YIL079C	AIR1	1666.61
YLR020C	YEH2	3063.28
YER060W	FCY21	1108.45
YMR064W	AEP1	1161.24
YOL095C	HMI1	961.62
YKR071C	DRE2	9734
YPL188W	POS5	1595.07
YOL143C	RIB4	5260.36
YGL098W	USE1	1580.99
YER037W	PHM8	166.734
