GeneID	REF
Table S3. Quantitative proteome abundances in yeast under ten environmental conditions. For the description of conditions, please refer to Figure 1A in the main text.	NaN
	NaN
Gene ID	NaN
	NaN
YKL075C	NaN
YKL077W	90.2826645
YKL079W	NaN
YKL080W	5675.592213
YKL081W	10707.46681
YKL085W	38793.40871
YKL087C	250.4827961
YKL088W	212.4777668
YKL091C	400.3598288
YKL094W	1748.893877
YKL100C	NaN
YKL103C	1030.321924
YKL104C	1987.872094
YKL106W	145.0756845
YKL110C	148.9682474
YKL112W	236.1050033
YKL113C	270.4781636
YKL114C	243.6457816
YKL117W	2662.606611
YKL120W	1097.54482
YKL122C	4117.460158
YKL126W	165.3116826
YKL127W	612.6459649
YKL128C	135.9759173
YKL130C	NaN
YKL135C	179.3563585
YKL138C	146.9268241
YKL139W	NaN
YKL140W	NaN
YKL141W	495.5503002
YKL142W	6040.629492
YKL144C	NaN
YKL145W	3583.163679
YKL148C	1865.483108
YKL150W	10101.27618
YKL151C	1271.468088
YKL152C	84972.13277
YKL154W	190.1715121
YKL157W	2065.017232
YKL159C	64.48771294
YKL167C	365.1022784
YKL173W	13.01400113
YKL180W	17832.37866
YKL181W	254.3176879
YKL182W	22977.72088
YKL184W	NaN
YKL190W	NaN
YKL191W	1151.033714
YKL192C	1784.628802
YKL194C	94.31782263
YKL195W	NaN
YKL196C	633.5085378
YKL203C	NaN
YKL204W	307.0593901
YKL206C	933.5864678
YKL207W	17.86135352
YKL210W	3937.418069
YKL211C	1933.214616
YKL212W	747.0862985
YKL213C	453.576407
YKL214C	27.68254907
YKL215C	32.53624962
YKL216W	2559.219788
YKL218C	155.7493702
YKR001C	2611.696014
YKR002W	437.7648148
YKR003W	35.77933513
YKR006C	51.97889342
YKR007W	NaN
YKR008W	104.2181592
YKR014C	1173.819804
YKR016W	2111.34525
YKR018C	715.9616518
YKR024C	86.7332687
YKR025W	80.18942134
YKR026C	1325.433959
YKR028W	99.37098563
YKR029C	NaN
YKR035W-A	1472.322652
YKR037C	NaN
YKR038C	56.89341023
YKR043C	26.07507057
YKR046C	6386.15641
YKR048C	2376.545045
YKR056W	60.50342954
YKR059W	28874.05628
YKR059W	28874.05628
YKR060W	66.64177534
YKR062W	96.90528008
YKR065C	708.830388
YKR066C	424.1475263
YKR068C	1035.740983
YKR069W	468.6385253
YKR070W	336.8186537
YKR071C	246.7661045
YKR074W	618.7442352
YKR080W	1440.91548
YKR081C	445.7095632
YKR082W	90.066739
YKR084C	448.8060487
YKR085C	77.52870462
YKR092C	25.50252873
YKR096W	NaN
YKR097W	NaN
YLL001W	2606.933823
YLL003W	34.19178128
YLL004W	NaN
YLL018C	2488.427701
YLL021W	19.62889014
YLL026W	19776.39007
YLL028W	NaN
YLL029W	452.2899656
YLL034C	91.72861759
YLL036C	80.28640181
YLL040C	30.08976894
YLL041C	9093.273996
YLL045C	26893.59346
YLL048C	63.98876189
YLL050C	75229.67282
YLR002C	NaN
YLR003C	1043.595168
YLR008C	2407.600894
YLR009W	712.0097756
YLR017W	137.5929812
YLR022C	439.3654683
YLR025W	597.1211974
YLR026C	198.751308
YLR027C	9926.936976
YLR028C	1795.786075
YLR033W	126.1800622
YLR034C	NaN
YLR043C	4703.609235
YLR044C	54176.32614
YLR045C	42.57481288
YLR048W	47149.72762
YLR050C	95.68823842
YLR055C	83.98705178
YLR056W	203.2266111
YLR057W	NaN
YLR058C	14929.96499
YLR060W	4156.275996
YLR061W	47064.09538
YLR063W	NaN
YLR066W	1876.279513
YLR069C	1016.219878
YLR071C	13.01009561
YLR075W	10356.62175
YLR078C	351.4455192
YLR083C	83.22027203
YLR085C	90.90149289
YLR088W	NaN
YLR089C	726.7111311
YLR093C	2266.32365
YLR095C	119.785008
YLR100W	1408.134934
YLR104W	118.091793
YLR106C	54.92020167
YLR109W	8781.041325
YLR113W	1084.756127
YLR114C	192.9382074
YLR118C	845.3537426
YLR129W	38.7544694
YLR133W	476.2671674
YLR146C	295.1291732
YLR147C	1442.896354
YLR148W	66.37054729
YLR150W	5419.667537
YLR153C	17024.36661
YLR163C	1939.166084
YLR166C	NaN
YLR172C	4385.901266
YLR174W	287.8535882
YLR175W	1459.256399
YLR178C	2084.691829
YLR179C	365.0581797
YLR180W	2193.367036
YLR181C	NaN
YLR186W	79.74904453
YLR192C	3556.912342
YLR195C	696.8944628
YLR196W	413.7549594
YLR197W	6989.825698
YLR200W	NaN
YLR206W	174.4852274
YLR207W	NaN
YLR208W	6765.457701
YLR209C	1605.879698
YLR214W	NaN
YLR215C	1113.287375
YLR216C	616.8115116
YLR221C	NaN
YLR222C	83.57483891
YLR226W	38.27204871
YLR229C	995.5554826
YLR231C	404.5719104
YLR241W	25.0329385
YLR245C	NaN
YLR250W	1710.554008
YLR258W	798.5987808
YLR259C	25171.18011
YLR262C	19.88644164
YLR268W	1921.235703
YLR270W	4402.444535
YLR275W	1014.957314
YLR276C	88.12513285
YLR285W	614.2748137
YLR287C	346.731772
YLR290C	381.7544501
YLR291C	491.9564283
YLR292C	33.44135629
YLR295C	NaN
YLR298C	133.0573095
YLR300W	2456.141513
YLR301W	6252.396491
YLR303W	46733.42245
YLR304C	19741.72401
YLR305C	13.06454895
YLR309C	35.53388046
YLR310C	NaN
YLR312W-A	1455.588961
YLR314C	673.2409752
YLR321C	10.56849811
YLR325C	41876.55949
YLR332W	NaN
YLR335W	17.35875952
YLR340W	50515.09399
YLR344W	5724.824729
YLR345W	133.672054
YLR347C	723.1145185
YLR351C	1185.18304
YLR354C	34097.40387
YLR355C	75611.15977
YLR359W	24535.525
YLR364W	3597.950279
YLR369W	166.4140292
YLR370C	1380.885781
YLR372W	564.8158288
YLR373C	NaN
YLR378C	459.5727334
YLR380W	107.6080157
YLR382C	50.05870394
YLR384C	410.2728846
YLR386W	NaN
YLR387C	134.6435473
YLR388W	5296.162691
YLR395C	NaN
YLR396C	116.588491
YLR405W	NaN
YLR406C	7868.034991
YLR409C	63.58677263
YLR410W	169.5930736
YLR412W	NaN
YLR417W	NaN
YLR418C	420.8186068
YLR419W	NaN
YLR420W	1215.155965
YLR423C	NaN
YLR429W	1065.498399
YLR435W	261.6328582
YLR438C-A	3445.738811
YLR438W	3582.094269
YLR439W	753.8955559
YLR441C	30147.75442
YLR447C	1297.012825
YLR448W	10401.17428
YLR455W	92.37972304
YML001W	2548.79626
YML004C	545.4585377
YML008C	17944.18785
YML010W	19.26516592
YML012W	2303.832142
YML013W	233.9526858
YML015C	NaN
YML016C	341.0397947
YML017W	399.9849586
YML019W	NaN
YML022W	5499.12211
YML025C	2009.656525
YML028W	17714.14285
YML030W	1689.013508
YML031W	54.30296802
YML034W	NaN
YML035C	260.8965043
YML036W	885.2723623
YML048W	5647.717313
YML049C	NaN
YML050W	188.7311281
YML054C	4381.630897
YML055W	837.3089126
YML056C	133.2790149
YML057W	310.1743297
YML063W	1431.876103
YML069W	1560.252843
YML070W	1311.076744
YML071C	NaN
YML072C	178.0113025
YML073C	6661.879393
YML077W	NaN
YML078W	8438.470636
YML079W	1149.927744
YML081C-A	4508.99614
YML082W	NaN
YML085C	8259.97801
YML086C	714.7458011
YML091C	14.24058313
YML092C	1982.054437
YML094W	381.7674479
YML097C	NaN
YML103C	NaN
YML105C	332.4519605
YML110C	698.2117941
YML112W	103.7242105
YML115C	542.3500499
YML117W	NaN
YML120C	16760.70118
YML121W	61.56953926
YML124C	896.7306658
YML125C	724.4347269
YML126C	6387.052763
YML127W	204.6078814
YML130C	400.1017833
YML131W	1318.457321
YMR004W	52.25366142
YMR009W	135.5639166
YMR012W	1728.884718
YMR015C	948.7274527
YMR024W	742.5364287
YMR027W	813.5707039
YMR028W	35.75028878
YMR029C	85.46868679
YMR031C	564.9801078
YMR033W	547.7194548
YMR038C	773.6024961
YMR039C	NaN
YMR041C	437.8590969
YMR044W	NaN
YMR049C	74.4665718
YMR060C	216.1299001
YMR061W	91.46231337
YMR062C	2051.676506
YMR067C	52.90196636
YMR071C	NaN
YMR072W	3933.266896
YMR073C	282.7981204
YMR074C	4205.266162
YMR079W	1608.165583
YMR080C	NaN
YMR083W	5741.813633
YMR089C	312.0522515
YMR090W	362.7369431
YMR091C	456.0807396
YMR092C	1133.018927
YMR093W	NaN
YMR095C	NaN
YMR096W	697.7460935
YMR098C	NaN
YMR099C	2646.361174
YMR104C	368.0996708
YMR105C	3188.731646
YMR108W	16718.42794
YMR110C	4166.370195
YMR113W	165.0443785
YMR115W	84.31714262
YMR116C	46972.62686
YMR120C	28646.91196
YMR124W	69.43214422
YMR125W	778.3578874
YMR129W	159.5905815
YMR130W	198.8014911
YMR131C	491.0777131
YMR132C	NaN
YMR134W	183.1463252
YMR135C	NaN
YMR139W	359.5047238
YMR140W	166.7298052
YMR142C	31437.13318
YMR145C	3323.216137
YMR146C	1170.017065
YMR149W	1326.766433
YMR152W	61.37291053
YMR153W	127.5062454
YMR156C	NaN
YMR157C	NaN
YMR158W	91.47975787
YMR169C	206.7551302
YMR174C	NaN
YMR178W	614.4509415
YMR183C	3970.547666
YMR188C	1120.356992
YMR189W	302.6302373
YMR192W	NaN
YMR193W	489.7680496
YMR196W	104.3209905
YMR197C	537.8906521
YMR203W	5487.38848
YMR205C	2767.666071
YMR208W	2604.257362
YMR212C	51.39954268
YMR214W	290.1087208
YMR215W	NaN
YMR217W	9357.343698
YMR220W	213.0540433
YMR222C	NaN
YMR225C	481.8669139
YMR226C	6747.237306
YMR228W	73.99195179
YMR229C	769.6892151
YMR235C	3637.395172
YMR237W	274.5200912
YMR239C	NaN
YMR240C	NaN
YMR241W	1334.193774
YMR244C-A	368.3098983
YMR246W	1750.479073
YMR247C	NaN
YMR259C	4.959497115
YMR260C	698.2401797
YMR261C	222.7066055
YMR264W	NaN
YMR267W	66.82404062
YMR272C	229.8274184
YMR276W	1041.165627
YMR277W	NaN
YMR282C	NaN
YMR289W	252.2682417
YMR290C	268.0883914
YMR293C	NaN
YMR296C	473.8238048
YMR297W	5162.988559
YMR300C	1375.577312
YMR301C	NaN
YMR302C	NaN
YMR304W	82.06795306
YMR307W	350.2467874
YMR308C	482.0075172
YMR309C	2157.100447
YMR310C	NaN
YMR311C	NaN
YMR313C	NaN
YMR314W	10610.45526
YMR315W	2849.698517
YMR316W	NaN
YMR318C	4726.858348
YNL001W	170.4373472
YNL002C	534.6898721
YNL004W	448.6982723
YNL005C	324.186515
YNL007C	5290.047392
YNL010W	2582.348518
YNL015W	1026.667388
YNL016W	1735.299132
YNL026W	73.20833236
YNL027W	30.05924274
YNL030W	NaN
YNL031C	NaN
YNL032W	NaN
YNL035C	NaN
YNL036W	1378.740773
YNL037C	23045.10008
YNL040W	262.0041399
YNL041C	10.11262446
YNL044W	12211.3175
YNL045W	413.0554187
YNL048W	NaN
YNL055C	46047.56126
YNL056W	NaN
YNL059C	206.8142011
YNL061W	336.2664005
YNL062C	NaN
YNL064C	7068.880078
YNL067W	1469.957459
YNL069C	9827.421165
YNL070W	NaN
YNL071W	4969.398187
YNL073W	NaN
YNL077W	NaN
YNL079C	3577.421922
YNL083W	NaN
YNL084C	207.3877072
YNL085W	683.3319684
YNL087W	22.23969492
YNL090W	242.21159
YNL096C	10545.67079
YNL098C	1492.179606
YNL100W	110.4805857
YNL108C	154.7906279
YNL110C	553.9833191
YNL111C	3381.794496
YNL112W	756.6392141
YNL115C	247.2789703
YNL117W	1089.731192
YNL118C	106.2355056
YNL119W	NaN
YNL121C	2557.811871
YNL123W	323.3583593
YNL124W	NaN
YNL127W	12.08439929
YNL129W	55.09391438
YNL130C	NaN
YNL131W	4595.882413
YNL132W	560.5936673
YNL135C	7279.887022
YNL137C	298.1810476
YNL138W	3513.077533
YNL139C	NaN
YNL141W	252.4739833
YNL147W	842.6313796
YNL149C	1028.220856
YNL151C	341.1894744
YNL153C	NaN
YNL163C	142.1984783
YNL166C	24.17702033
YNL168C	2350.248589
YNL173C	585.1766631
YNL175C	488.2642297
YNL177C	83.2138447
YNL178W	26895.35357
YNL181W	524.7139168
YNL182C	160.5119641
YNL185C	233.0383046
YNL189W	451.0570853
YNL193W	NaN
YNL197C	NaN
YNL200C	790.8309086
YNL201C	NaN
YNL206C	308.6801379
YNL208W	66125.90049
YNL209W	47870.02858
YNL212W	NaN
YNL216W	269.305004
YNL219C	212.1019158
YNL220W	10595.59202
YNL221C	NaN
YNL225C	NaN
YNL229C	751.4669091
YNL231C	589.410062
YNL232W	111.3340815
YNL241C	4227.294631
YNL243W	355.6286675
YNL244C	402.0933077
YNL247W	656.1431897
YNL248C	704.8169637
YNL249C	NaN
YNL251C	474.3123985
YNL252C	900.5259733
YNL256W	45.39808229
YNL258C	11857.9415
YNL261W	NaN
YNL263C	NaN
YNL264C	102.3794225
YNL265C	235.2923137
YNL267W	NaN
YNL272C	NaN
YNL274C	5105.172348
YNL277W	964.5936633
YNL281W	1680.664395
YNL284C	91.16513176
YNL287W	606.1926237
YNL288W	726.3379617
YNL290W	959.8078406
YNL292W	36.1732044
YNL297C	40.7664081
YNL298W	NaN
YNL302C	17399.13193
YNL307C	2575.938285
YNL308C	168.9740557
YNL309W	NaN
YNL310C	14.67888289
YNL312W	117.1810514
YNL313C	90.80661628
YNL315C	857.8129005
YNL316C	696.7207258
YNL320W	NaN
YNL323W	227.9076759
YNL330C	288.1631676
YNR003C	50.60630532
YNR008W	NaN
YNR013C	82.23930276
YNR015W	44.31767702
YNR017W	7186.509396
YNR019W	270.2104077
YNR021W	1690.396902
YNR022C	664.0373516
YNR026C	NaN
YNR029C	44.72824883
YNR032C-A	69.15594538
YNR034W	477.7909939
YNR034W-A	4982.549233
YNR035C	3908.31379
YNR038W	NaN
YNR040W	584.986573
YNR043W	9189.380032
YNR046W	NaN
YNR050C	5866.84248
YNR051C	23.94395198
YNR052C	72.21230292
YNR053C	265.6791757
YNR054C	36.70079598
YNR057C	NaN
YNR058W	NaN
YNR067C	359.4297045
YOL004W	41.73927324
YOL005C	2708.210707
YOL006C	NaN
YOL010W	581.4351295
YOL012C	609.7852716
YOL016C	157.0947651
YOL021C	157.6639139
YOL027C	164.5045167
YOL032W	1268.953876
YOL033W	39.24971626
YOL038W	7782.617141
YOL039W	23749.69328
YOL040C	6752.817892
YOL041C	172.0589325
YOL042W	381.6561669
YOL049W	682.8187896
YOL051W	NaN
YOL052C	525.2101593
YOL057W	745.1125381
YOL058W	14576.6705
YOL059W	3111.040439
YOL061W	1040.878058
YOL064C	3840.989593
YOL066C	NaN
YOL067C	NaN
YOL071W	432.5087134
YOL076W	86.42546348
YOL077C	1249.079763
YOL080C	NaN
YOL088C	417.7154552
YOL090W	5.933346619
YOL093W	3.268030866
YOL094C	16.69836454
YOL097C	877.5220494
YOL098C	511.3854724
YOL102C	156.8215413
YOL109W	372.4616856
YOL111C	3271.921018
YOL115W	NaN
YOL121C	7683.405732
YOL123W	88.59793372
YOL124C	264.9934367
YOL125W	71.80354356
YOL126C	991.0599895
YOL127W	15082.9836
YOL139C	4227.420523
YOL140W	2679.994946
YOL142W	NaN
YOL144W	NaN
YOL145C	81.7381419
YOL149W	690.8844179
YOL151W	4153.804612
YOR001W	NaN
YOR007C	4368.047203
YOR014W	NaN
YOR016C	174.7173075
YOR017W	NaN
YOR020C	57652.29285
YOR021C	1607.019958
YOR027W	3866.881755
YOR035C	29.85550382
YOR042W	354.3680144
YOR043W	321.3682633
YOR046C	1123.063215
YOR048C	NaN
YOR051C	504.3468091
YOR056C	149.1419974
YOR057W	237.7860309
YOR059C	66.16109414
YOR061W	1156.581273
YOR063W	13475.35903
YOR069W	43.35696869
YOR074C	364.2621964
YOR075W	NaN
YOR078W	327.2386663
YOR085W	766.183608
YOR086C	239.7622017
YOR087W	250.0771051
YOR089C	1717.753583
YOR091W	310.2465702
YOR094W	NaN
YOR095C	1813.937116
YOR096W	63848.94865
YOR099W	373.1546784
YOR101W	210.3228262
YOR103C	NaN
YOR108W	98.92671412
YOR109W	173.5418478
YOR110W	NaN
YOR111W	74.28625864
YOR112W	18.55440167
YOR115C	282.6090056
YOR116C	67.87449941
YOR117W	4182.488094
YOR120W	7269.893905
YOR122C	3239.826839
YOR124C	68.34106256
YOR126C	717.6672583
YOR128C	1714.049846
YOR131C	1243.387673
YOR132W	104.5524946
YOR136W	11561.99701
YOR138C	329.1521066
YOR141C	308.5191309
YOR142W	6991.102833
YOR143C	148.092371
YOR145C	100.7577254
YOR150W	108.9138216
YOR151C	204.2772929
YOR153W	22.95568281
YOR155C	341.4951103
YOR157C	800.6284041
YOR158W	535.1493043
YOR160W	227.7214594
YOR163W	NaN
YOR164C	1695.910824
YOR165W	676.2886208
YOR168W	1070.466618
YOR171C	NaN
YOR173W	3088.004852
YOR174W	NaN
YOR176W	224.0327675
YOR184W	6807.34086
YOR187W	7399.153898
YOR195W	NaN
YOR196C	159.2766851
YOR197W	1000.077504
YOR198C	1654.170068
YOR202W	1731.483271
YOR204W	9481.595619
YOR206W	122.7779662
YOR207C	91.49240192
YOR209C	1776.633993
YOR210W	1750.427324
YOR211C	338.5273698
YOR212W	69.44047422
YOR216C	NaN
YOR221C	468.1134182
YOR222W	1359.601617
YOR224C	382.9498609
YOR229W	NaN
YOR230W	8085.647293
YOR232W	11113.29356
YOR234C	2983.266992
YOR236W	249.2259426
YOR238W	NaN
YOR241W	332.5454577
YOR243C	135.9524188
YOR244W	NaN
YOR250C	65.69397503
YOR251C	505.7356277
YOR253W	1148.628743
YOR254C	495.4731618
YOR259C	5097.835983
YOR260W	382.2076829
YOR270C	1521.906615
YOR271C	1635.831027
YOR272W	383.5178964
YOR275C	NaN
YOR278W	NaN
YOR280C	847.2773242
YOR281C	71.3762249
YOR284W	NaN
YOR285W	654.1875099
YOR286W	1148.571071
YOR288C	126.5957908
YOR294W	534.5121544
YOR297C	NaN
YOR298C-A	528.4044024
YOR303W	176.6778371
YOR310C	3523.827732
YOR311C	NaN
YOR317W	4051.076208
YOR323C	859.8789957
YOR326W	336.1006005
YOR332W	9919.81798
YOR340C	120.6778696
YOR341W	41.41138561
YOR347C	482.1628918
YOR353C	NaN
YOR354C	274.4067861
YOR356W	1381.697118
YOR357C	83.69913778
YOR360C	138.3076119
YOR361C	1205.177691
YOR362C	6559.047352
YOR369C	15252.60672
YOR370C	273.2686218
YOR374W	182212.8484
YPL001W	118.6853776
YPL004C	8744.585363
YPL009C	103.8742175
YPL010W	3406.953371
YPL012W	314.7871382
YPL019C	NaN
YPL023C	407.3316659
YPL028W	2815.399774
YPL030W	27.79830496
YPL031C	778.4748781
YPL032C	720.4638721
YPL037C	10703.15662
YPL040C	NaN
YPL043W	18.23397341
YPL048W	9707.115687
YPL050C	1007.983744
YPL055C	NaN
YPL059W	4879.753115
YPL061W	68699.01782
YPL063W	1099.478635
YPL065W	NaN
YPL067C	42.5891662
YPL069C	509.2510869
YPL071C	NaN
YPL074W	NaN
YPL078C	14934.81649
YPL081W	3849.270919
YPL082C	NaN
YPL084W	56.91701355
YPL086C	187.2600372
YPL091W	2104.245466
YPL093W	524.1562695
YPL094C	563.7561168
YPL096W	NaN
YPL097W	164.8135672
YPL101W	31.69106427
YPL105C	NaN
YPL106C	24450.35406
YPL110C	21.60758884
YPL111W	151.0798446
YPL115C	NaN
YPL116W	47.43475183
YPL117C	723.3162019
YPL118W	583.9883536
YPL119C	180.3073441
YPL125W	781.6901894
YPL126W	37.12208032
YPL127C	414.4194694
YPL129W	210.6161684
YPL131W	41188.5285
YPL132W	72.05254912
YPL138C	NaN
YPL139C	216.8037118
YPL143W	2282.964072
YPL144W	1043.54537
YPL145C	2948.836068
YPL154C	26766.04618
YPL160W	2550.965427
YPL161C	310.5671202
YPL169C	730.668657
YPL170W	NaN
YPL171C	NaN
YPL173W	431.4108971
YPL178W	348.6805261
YPL183C	44.00866389
YPL184C	194.3855256
YPL186C	NaN
YPL188W	33.75325165
YPL190C	709.4458724
YPL195W	122.6829868
YPL198W	46729.47415
YPL199C	244.250719
YPL203W	564.0487125
YPL204W	551.3220719
YPL206C	NaN
YPL207W	NaN
YPL208W	72.95726747
YPL210C	145.275904
YPL211W	561.5034045
YPL212C	579.659127
YPL214C	84.60685182
YPL215W	481.9936496
YPL217C	22.58457356
YPL218W	30086.45786
YPL225W	9227.223774
YPL226W	454.7473351
YPL227C	79.8545267
YPL228W	108.3440376
YPL231W	10128.63787
YPL232W	25.15437821
YPL234C	NaN
YPL235W	2471.792264
YPL237W	1468.315326
YPL239W	284.5650396
YPL240C	4661.646589
YPL243W	754.2655616
YPL246C	685.0165216
YPL249C	NaN
YPL252C	NaN
YPL260W	1321.901312
YPL262W	3252.79197
YPL266W	108.858741
YPL270W	127.3192238
YPL271W	3079.21648
YPR002W	1984.430459
YPR004C	823.1570678
YPR010C	630.4453978
YPR010C-A	42987.47523
YPR011C	436.6182679
YPR016C	391.0664456
YPR019W	187.0099866
YPR020W	355.60571
YPR021C	8.259043599
YPR023C	NaN
YPR024W	197.0669371
YPR025C	47.6943737
YPR028W	7227.943695
YPR029C	395.5990047
YPR034W	628.865217
YPR035W	92.45098132
YPR036W	5048.642902
YPR036W-A	NaN
YPR040W	407.0168055
YPR047W	88.75379201
YPR048W	105.4705211
YPR049C	NaN
YPR055W	NaN
YPR058W	270.5594
YPR060C	448.6707899
YPR062W	NaN
YPR066W	NaN
YPR069C	24457.23449
YPR073C	126.9388362
YPR074C	12715.64838
YPR080W	63538.39647
YPR080W	63538.39647
YPR086W	171.2224728
YPR088C	483.2354978
YPR089W	NaN
YPR097W	15.19308883
YPR100W	129.9161761
YPR103W	497.2678169
YPR105C	45.74340036
YPR108W	659.6456716
YPR110C	1687.786549
YPR112C	12.77410177
YPR113W	238.1433123
YPR114W	266.3189928
YPR118W	1110.05588
YPR125W	156.0562386
YPR127W	393.3808487
YPR128C	82.04393335
YPR129W	452.5415844
YPR131C	206.5750476
YPR133C	50.39363402
YPR134W	NaN
YPR135W	23.13972442
YPR139C	175.7984011
YPR143W	525.6238382
YPR144C	59.06025889
YPR145W	3920.499917
YPR147C	NaN
YPR148C	197.2687145
YPR149W	NaN
YPR155C	132.8912925
YPR161C	75.1958791
YPR162C	NaN
YPR165W	9050.799437
YPR167C	1424.166144
YPR172W	1756.59679
YPR175W	NaN
YPR180W	565.5324363
YPR181C	1917.328225
YPR183W	8559.222442
YPR185W	NaN
YPR187W	237.3017379
YPR189W	97.23607719
YPR190C	NaN
YPR191W	46417.76576
